time,global_track_id,x,y,vx,vy,prob
1231.78,GT-0493,63533.693175875196,-104801.54730590942,122.35429749722425,-203.4034678354762,0.946
1257.61,GT-0489,223242.88569608997,-110229.86633355552,-121.7005387830746,-204.49092593794688,0.982
1283.08,GT-0489,220098.90734631475,-115486.67322639473,-120.58934947418446,-205.2638134866537,0.935
1283.08,GT-0548,79256.32046772503,-262042.66189824845,391.44370843671624,203.02223267014475,0.872
1308.64,GT-0489,216995.5674507507,-120685.51129779335,-118.80307941396778,-202.46443524678506,0.979
1308.64,GT-0530,72919.66770181461,-120720.11250501657,120.02260217075836,-199.84139530319777,0.874
1336.16,GT-0564,75992.45540891397,-126160.33332352371,118.36019615286575,-199.12900197137807,0.912
1336.16,GT-0566,213909.74196395322,-126106.6616202774,-118.21619552615628,-198.73554078738815,0.983
1361.87,GT-0564,79032.6717299565,-131280.8601610632,117.19573473158124,-197.74420957002005,0.941
1361.87,GT-0566,210918.62904555965,-131220.2947622982,-114.40815881198303,-198.50437775980157,0.879
1388.41,GT-0576,207865.65008751754,-136354.60760663167,-115.24329507572384,-198.17033328812101,0.883
1388.41,GT-0581,82071.62689895465,-136395.20121527734,115.61397554086847,-196.48702924025218,0.941
1412.72,GT-0581,84898.07300985963,-141193.5059946809,115.08862626956734,-196.0169271843474,0.895
1438.51,GT-0576,202112.52049551415,-146261.33603026537,-115.9464152724239,-197.5408081026409,0.892
1464.23,GT-0611,90711.73783250373,-151234.19092763914,114.55275931007496,-196.43771049802788,0.986
1490.88,GT-0611,93747.00958347911,-156486.9675113324,114.40424594080027,-195.50371288136205,0.876
1490.88,GT-0634,99680.60052724965,-220978.13420605563,-400.259888090235,197.4267255063225,0.868
1516.02,GT-0611,96629.46379642206,-161480.9842081127,114.45907999887959,-196.58917992769744,0.934
1516.02,GT-0630,193301.53593991196,-161446.86653634286,-114.40037609959718,-197.16250219265285,0.968
1541.52,GT-0630,190404.17600699782,-166486.75301996645,-114.25877414014717,-197.5601175352095,0.93
1567.26,GT-0630,187429.25260105525,-171532.3727181222,-114.07801694871956,-197.26888846132587,0.893
1567.26,GT-0655,102364.38456576203,-171638.09231282017,114.6504494045678,-198.67129654167914,0.985
