time,callsign,x,vx,y,vy,z,vz
190.0,TARGET_001,41592.41596764484,215.24861540380311,15071.635402049313,78.18753964523236,8376.824988941326,-0.005360362770715332
191.0,TARGET_001,41807.604922259394,215.06664649030753,15149.659776016579,78.06622944647675,8376.859856238654,0.07878980265191408
192.0,TARGET_001,42022.52558246784,214.83678192490132,15227.868005190105,78.0264046244826,8376.886435741506,-0.071144539699608
193.0,TARGET_001,42237.18371636649,214.609670736334,15306.190934719682,78.52271275950417,8376.886716134693,0.10876799710860162
194.0,TARGET_001,42451.80080612466,214.7325717536986,15384.775245016312,78.58662452754409,8377.07031392735,0.2409309087352275
195.0,TARGET_001,42666.60247304857,214.92615031353466,15463.252642309846,78.45808362578931,8377.199461428136,0.06598622146054181
196.0,TARGET_001,42881.579362360644,215.1035434857645,15541.718030685093,78.38072922171436,8377.26147413637,0.04721203170685029
197.0,TARGET_001,43096.650147039385,215.02039404067605,15620.085147520056,78.47388918948799,8377.31729210338,0.08842166940347203
198.0,TARGET_001,43311.8807745156,215.35425463575854,15698.807008351674,78.96819363195678,8377.55916354015,0.3722371123696491
199.0,TARGET_001,43527.175609460704,215.23446422978185,15777.885553899521,79.09233044795685,8377.873230276206,0.27088827863798887
200.0,TARGET_001,43742.560786334274,215.4813078891986,15856.872394071434,78.95663973801528,8378.109318266124,0.14778311858624155
201.0,TARGET_001,43957.97209823598,215.3337343054347,15935.869307936526,78.7989657408649,8378.235901755874,0.11466884195481274
202.0,TARGET_001,44173.32659433473,215.27591076320837,16014.505868931628,78.59833327464763,8378.354569141498,0.12484220930363084
203.0,TARGET_001,44388.47474704877,215.01081104581434,16093.339768088195,78.92221631328214,8378.435352275952,0.1776092715143314
204.0,TARGET_001,44603.8887236859,215.43321389681702,16172.280165709672,79.0812357017014,8378.617979479664,0.11225708882582855
205.0,TARGET_001,44819.310926869766,215.48770392512967,16251.348716388438,78.9571519468388,8378.732621728814,0.085776072827088
206.0,TARGET_001,45034.88904774517,215.71598584866948,16330.23222131554,78.88236751757438,8378.792461626783,-0.04217577853153638
207.0,TARGET_001,45250.9623250045,216.2360084944792,16409.11345360555,78.69929978557687,8378.80685564463,-0.07463166118835736
208.0,TARGET_001,45467.2998034505,216.34230462135247,16487.62441617658,78.30998588485713,8378.66010209363,-0.12374177731428466
209.0,TARGET_001,45683.7642731565,216.59360923600124,16565.9404659854,78.31254288725805,8378.68604109576,0.0994016448144467
210.0,TARGET_001,45900.357255266004,216.49394258679214,16644.1064846137,77.84419811286169,8378.905143377346,0.20553649019745415
211.0,TARGET_001,46116.93420264861,216.55625063442127,16722.021900992335,77.9396167606688,8379.127923151316,0.25526627074202324
212.0,TARGET_001,46333.44098423245,216.29103776180096,16799.892001016276,77.94802801327859,8379.522775197132,0.3842312885611561
213.0,TARGET_001,46549.93386071742,216.64731740553296,16877.906496177817,78.17432057677944,8379.919244255907,0.35043129885078955
214.0,TARGET_001,46766.4148380752,216.33389629305583,16956.260755203275,78.6342114519953,8380.322748457489,0.4243556350609434
215.0,TARGET_001,46982.917963304266,216.45017636816803,17034.71879588643,78.2181942749044,8380.862418194927,0.6020367834329725
216.0,TARGET_001,47199.487419854195,216.73128820879884,17113.011497258925,78.36062487101599,8381.52979958857,0.6249424152063551
217.0,TARGET_001,47416.06916778561,216.5191559521468,17191.434157014348,78.37353323432009,8382.209105965787,0.7829128439886438
218.0,TARGET_001,47632.73461820861,216.6714755591921,17269.87739717949,78.61334064401296,8382.803488126012,0.5096819729816049
219.0,TARGET_001,47849.44392398096,216.84893065571111,17348.359107803877,78.53756734349116,8383.32763974697,0.5686958577855423
220.0,TARGET_001,48066.336991950026,216.8160123648974,17426.871683430923,78.52442312054583,8383.93261055378,0.6620857638992467
221.0,TARGET_001,48282.92863624173,216.4379861508836,17505.4723393498,78.59400965788703,8384.499142875762,0.5634520095413471
222.0,TARGET_001,48499.348652685505,216.42951889971405,17584.243579732254,78.83541892881648,8385.078137907987,0.566698733433929
223.0,TARGET_001,48715.60507162932,215.97562601732736,17663.300818205218,79.02586497921743,8385.643605155692,0.4857719534944314
224.0,TARGET_001,48931.70061840202,216.2811473227097,17742.263829528492,79.08206809725003,8386.131459003784,0.5427528673183661
225.0,TARGET_001,49147.96405763339,216.18015745843982,17821.25964103922,78.97978315314643,8386.63412210179,0.4518174393509077
226.0,TARGET_001,49364.06324132104,216.24201954626548,17900.177255596278,78.80025131105947,8387.042039296084,0.3992565437132351
227.0,TARGET_001,49580.351827702376,216.12161162492987,17978.976823150235,78.69497759311777,8387.489299064291,0.5312027135222306
228.0,TARGET_001,49796.692843863064,216.3657415950554,18057.65630739317,78.77548080245953,8388.017219310752,0.5407587572999051
229.0,TARGET_001,50012.71956100699,215.81688796042056,18136.213598909035,78.56645749916792,8388.435193787063,0.30732936130629396
