event_type,time,label,sensor,local_track_id,source_map_track_id,source_d2_xy,source_gate_xy,source_d2_z,source_gate_z,source_xy_rejected,source_z_rejected,accepted_stage,assigned_global_track_id,created,revived
measurement,341.61,HEDEF_5,RADAR_C,RADAR_C-T7087,GT-0004,9.950051070461587,22.42005684091686,0.1430938632797653,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,342.67,HEDEF_3,RADAR_B,RADAR_B-T7008,,,,,,False,False,hungarian,GT-0031,False,False
measurement,342.67,HEDEF_3,RADAR_C,RADAR_C-T7719,,,,,,False,False,create,GT-0079,True,False
measurement,342.67,HEDEF_5,RADAR_C,RADAR_C-T7087,GT-0004,31.37045549812918,16.014326314940615,2.9530514303239928,11.618285980628052,True,False,create,GT-0080,True,False
measurement,343.62,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,5.5959257115943695,16.014326314940615,2.831074363948149,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,343.62,HEDEF_2,RADAR_A,RADAR_A-T7305,,,,,,False,False,create,GT-0081,True,False
measurement,343.71,HEDEF_3,RADAR_A,RADAR_A-T8025,GT-0031,1.2103876915141194,22.42005684091686,3.875605649427067,16.265600372879273,False,False,source_map,GT-0031,False,False
measurement,344.03,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,1.950814289677138,16.014326314940615,0.23504058657706167,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,344.38,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,2.2028087065329336,16.014326314940615,4.036511823069087,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,344.74,HEDEF_4,RADAR_A,RADAR_A-T6832,GT-0017,2.0532098279664175,16.014326314940615,0.05856683698521464,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,344.74,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,5.898705820451722,16.014326314940615,0.9231741422898085,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,345.01,HEDEF_4,RADAR_B,RADAR_B-T3810,,,,,,False,False,hungarian,GT-0017,False,False
measurement,345.01,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,4.407988646630115,22.42005684091686,1.8264801316086126,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,345.16,HEDEF_4,RADAR_C,RADAR_C-T7910,,,,,,False,False,hungarian,GT-0017,False,False
measurement,345.62,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,1.148384284016494,22.42005684091686,0.8185605135921127,16.265600372879273,False,False,source_map,GT-0061,False,False
measurement,346.42,HEDEF_3,RADAR_A,RADAR_A-T8025,GT-0031,0.28226914860919994,16.014326314940615,0.7878264752524713,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,346.6,HEDEF_1,RADAR_C,RADAR_C-T9194,,,,,,False,False,hungarian,GT-0052,False,False
measurement,346.66,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,3.5118164964789433,16.014326314940615,0.29374826395795495,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,346.66,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,1.2092421944513068,16.014326314940615,0.7120316894707632,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,348.27,HEDEF_3,RADAR_B,RADAR_B-T7008,GT-0031,2.0085943872510907,16.014326314940615,0.984341815432105,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,348.79,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,1.3740072337774456,16.014326314940615,1.9146771757609495,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,348.81,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,1.1008939438327108,16.014326314940615,0.20635686424809352,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,348.93,HEDEF_3,RADAR_A,RADAR_A-T8025,GT-0031,7.7378912046835495,16.014326314940615,0.10275504417830862,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,348.93,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,0.665724407577708,16.014326314940615,0.109668933510393,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,349.1,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,4.322379543323216,16.014326314940615,0.8585565569227585,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,349.64,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,3.544877656520727,16.014326314940615,1.1729101547677807,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,349.87,HEDEF_4,RADAR_B,RADAR_B-T3810,GT-0017,3.159216780808095,16.014326314940615,0.879716729106854,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,349.87,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,1.3148921333977723,16.014326314940615,0.11522243618169029,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,351.25,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,0.6996432979688088,16.014326314940615,0.9775976984555927,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,351.38,HEDEF_3,RADAR_A,RADAR_A-T8025,GT-0031,4.598539729699498,16.014326314940615,0.5037299885476283,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,351.53,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,4.445061800946235,16.014326314940615,0.1323696421766934,11.618285980628052,False,False,source_map,GT-0061,False,False
track_deleted,353.24,HEDEF_5,,,,,,,,,,,GT-0080,,
measurement,353.24,HEDEF_4,RADAR_A,RADAR_A-T5353,,,,,,False,False,hungarian,GT-0017,False,False
measurement,353.24,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,1.8043442024725382,16.014326314940615,3.321268280424224,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,353.53,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,0.35726736228207406,16.014326314940615,0.37023423734412564,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,353.76,HEDEF_3,RADAR_A,RADAR_A-T8025,GT-0031,2.493975497410979,22.42005684091686,0.25988086572338864,16.265600372879273,False,False,source_map,GT-0031,False,False
measurement,353.76,HEDEF_4,RADAR_C,RADAR_C-T7910,GT-0017,7.317604070200827,16.014326314940615,0.39627897503003207,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,353.89,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,39.05887320218357,16.014326314940615,2.5664845587243748,11.618285980628052,True,False,create,GT-0082,True,False
measurement,353.92,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,1.7203368835086255,22.42005684091686,0.10875810315809657,16.265600372879273,False,False,source_map,GT-0061,False,False
measurement,354.21,HEDEF_1,RADAR_C,RADAR_C-T9194,GT-0052,3.9019245226343613,16.014326314940615,1.589797419072557,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,354.21,HEDEF_5,RADAR_C,RADAR_C-T7087,,,,,,False,False,hungarian,GT-0004,False,False
measurement,354.53,HEDEF_4,RADAR_B,RADAR_B-T3810,GT-0017,22.23187974774524,16.014326314940615,0.1076763179325296,11.618285980628052,True,False,create,GT-0083,True,False
measurement,355.21,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,1.6585730060934467,16.014326314940615,0.03771028873070145,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,355.55,HEDEF_3,RADAR_C,RADAR_C-T7719,GT-0031,11.340946116408734,16.014326314940615,2.7571945999254135,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,355.55,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,1.3012645244907453,16.014326314940615,1.1686538677665412,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,355.55,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,8.507234367038993,22.42005684091686,1.1786341616930989,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,355.55,HEDEF_5,RADAR_C,RADAR_C-T7087,,,,,,False,False,create,GT-0084,True,False
measurement,355.98,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,5.273466142059578,16.014326314940615,0.016195990160014027,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,356.41,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,0.29383217064109296,16.014326314940615,0.047662411028678776,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,357.26,HEDEF_4,RADAR_B,RADAR_B-T3810,GT-0017,4.381669014071598,16.014326314940615,0.022646041671695122,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,357.26,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,3.7988601518909766,22.42005684091686,0.6992160841592222,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,358.53,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,1.1077284370503064,22.42005684091686,0.1732608441098913,16.265600372879273,False,False,source_map,GT-0052,False,False
measurement,358.53,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,7.668868710334996,16.014326314940615,0.20307055107141697,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,358.59,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,0.3927642197877137,16.014326314940615,2.710507776959716,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,358.73,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,1.5739268830414284,16.014326314940615,0.33518839745578743,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,358.74,HEDEF_3,RADAR_A,RADAR_A-T3318,,,,,,False,False,hungarian,GT-0031,False,False
measurement,359.44,HEDEF_3,RADAR_B,RADAR_B-T6086,,,,,,False,False,hungarian,GT-0031,False,False
measurement,360.43,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,1.0195055810268103,16.014326314940615,0.8149626506571815,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,360.8,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,2.8104444880903214,16.014326314940615,0.34903851106813094,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,360.8,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,0.23852537945121843,22.42005684091686,1.0356617247107387,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,360.88,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,1.7887682363893447,16.014326314940615,2.0555139367285067,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,360.9,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,1.572954566208979,16.014326314940615,0.05402279341841879,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,360.9,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,41.107598357256926,22.42005684091686,8.859673692770698,16.265600372879273,True,False,hungarian,GT-0084,False,False
measurement,361.59,HEDEF_2,RADAR_A,RADAR_A-T7305,GT-0061,3.1725228345803957,16.014326314940615,0.09138950514311633,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,362.92,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,8.528002826343062,16.014326314940615,1.2429390036536105,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,363.71,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,1.3129171909536412,16.014326314940615,0.8762863106457919,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,363.71,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,5.52247212396877,16.014326314940615,1.011964527651402,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,364.27,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,2.8219551634100055,22.42005684091686,2.936741954087591,16.265600372879273,False,False,source_map,GT-0052,False,False
measurement,364.33,HEDEF_4,RADAR_B,RADAR_B-T3810,GT-0017,12.623743812162498,16.014326314940615,2.302702496711559,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,366.14,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,0.356759989586144,16.014326314940615,0.0012780600968031665,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,366.14,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,3.513895388486918,22.42005684091686,0.026992665351323667,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,366.91,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,0.447315286710816,16.014326314940615,0.029408761676041707,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,366.91,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,2.241309759233756,16.014326314940615,0.9117701445263735,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,367.11,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,4.369139259393352,16.014326314940615,2.4826475700955455,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,367.24,HEDEF_3,RADAR_A,RADAR_A-T4108,,,,,,False,False,hungarian,GT-0031,False,False
measurement,369.04,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,5.150708692853671,16.014326314940615,0.9175307873867985,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,369.55,HEDEF_4,RADAR_A,RADAR_A-T5353,GT-0017,2.3095070769385733,16.014326314940615,0.16306767140670692,11.618285980628052,False,False,source_map,GT-0017,False,False
measurement,369.55,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,1.907039541941298,16.014326314940615,0.4361234445268555,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,369.82,HEDEF_4,RADAR_B,RADAR_B-T3810,GT-0017,2.3007417862605024,22.42005684091686,0.0780579529020072,16.265600372879273,False,False,source_map,GT-0017,False,False
measurement,369.91,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,5.546825233886711,22.42005684091686,0.8399345425957705,16.265600372879273,False,False,source_map,GT-0052,False,False
measurement,369.91,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,32.515189527570804,22.42005684091686,0.12154499530950498,16.265600372879273,True,False,create,GT-0085,True,False
measurement,370.03,HEDEF_2,RADAR_B,RADAR_B-T9217,GT-0061,0.478240782950122,16.014326314940615,0.5152070434166897,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,370.03,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,22.133066852957995,22.42005684091686,0.29094477748489334,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,372.75,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,3.249907709868077,16.014326314940615,1.6649497808279845,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,373.2,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,5.00632109899529,22.42005684091686,3.209178142335404,16.265600372879273,False,False,source_map,GT-0052,False,False
measurement,373.23,HEDEF_2,RADAR_A,RADAR_A-T9490,,,,,,False,False,hungarian,GT-0061,False,False
measurement,373.85,HEDEF_3,RADAR_A,RADAR_A-T3058,,,,,,False,False,hungarian,GT-0031,False,False
measurement,373.85,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,0.8780215904450959,22.42005684091686,0.07954377198943284,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,374.1,HEDEF_4,RADAR_A,RADAR_A-T1184,,,,,,False,False,hungarian,GT-0017,False,False
measurement,374.48,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,1.9206528260157492,16.014326314940615,0.29355990728395315,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,375.74,HEDEF_2,RADAR_A,RADAR_A-T9490,GT-0061,1.5352463452723932,16.014326314940615,1.6411720777911536,11.618285980628052,False,False,source_map,GT-0061,False,False
measurement,375.74,HEDEF_5,RADAR_A,RADAR_A-T4302,GT-0004,1.0247854542001467,16.014326314940615,0.06518058707356023,11.618285980628052,False,False,source_map,GT-0004,False,False
measurement,376.43,HEDEF_1,RADAR_C,RADAR_C-T8705,,,,,,False,False,hungarian,GT-0052,False,False
measurement,376.43,HEDEF_5,RADAR_C,RADAR_C-T5289,,,,,,False,False,hungarian,GT-0004,False,False
measurement,376.76,HEDEF_3,RADAR_B,RADAR_B-T3787,,,,,,False,False,hungarian,GT-0031,False,False
measurement,376.76,HEDEF_5,RADAR_B,RADAR_B-T7049,GT-0004,2.893758777398623,22.42005684091686,0.4699190615207137,16.265600372879273,False,False,source_map,GT-0004,False,False
measurement,376.94,HEDEF_1,RADAR_A,RADAR_A-T7808,GT-0052,4.345545875981082,22.42005684091686,0.5088776737113457,16.265600372879273,False,False,source_map,GT-0052,False,False
measurement,376.99,HEDEF_3,RADAR_A,RADAR_A-T3058,GT-0031,13.046913686087196,16.014326314940615,1.5181436213855053,11.618285980628052,False,False,source_map,GT-0031,False,False
measurement,377.51,HEDEF_1,RADAR_B,RADAR_B-T5732,GT-0052,5.473756763203772,16.014326314940615,0.7224385470885475,11.618285980628052,False,False,source_map,GT-0052,False,False
measurement,378.25,HEDEF_4,RADAR_A,RADAR_A-T1712,,,,,,False,False,hungarian,GT-0017,False,False
measurement,378.29,HEDEF_2,RADAR_A,RADAR_A-T9490,GT-0061,0.34601646312022144,16.014326314940615,0.046797575069874024,11.618285980628052,False,False,source_map,GT-0061,False,False
