time,global_track_id,x,y,vx,vy,pos_sigma_m,vel_sigma_mps,sigma_x_m,sigma_vx_mps,sigma_y_m,sigma_vy_mps,fused_tq,prob,n_sources
46.42,GT-0002,-81855.58602838415,28719.29675963837,-52.845600652718986,36.872978729586634,100.36496523323112,5.080549492993071,100.36496523323112,5.080549492993071,100.36496523323112,5.080549492993071,11,0.984,2
49.49,GT-0001,-81342.24143345657,28256.50053136307,-41.749987478598996,31.763641815870415,184.26712701294227,8.613360728719652,184.26712701294227,8.613360728719652,184.26712701294227,8.613360728719652,9,0.869,3
49.49,GT-0002,-82077.84774618711,28916.083958909723,-59.30885271946158,44.99340784711899,103.35684296194975,3.9467019190726678,103.35684296194975,3.9467019190726678,103.35684296194975,3.9467019190726678,11,0.99,2
51.63,GT-0002,-82234.46178536655,29039.475872804156,-62.366788966607146,46.370996773867034,105.52672647719157,3.9186734003559294,105.52672647719157,3.9186734003559294,105.52672647719157,3.9186734003559294,10,0.992,2
54.17,GT-0002,-82644.55701204023,29260.80641038933,-68.5505553483845,50.79719587804872,91.74616199852775,1.5296140271854073,91.74616199852775,1.5296140271854073,91.74616199852775,1.5296140271854073,11,0.993,2
54.64,GT-0002,-82676.71014302832,29284.677226375443,-68.54979765842413,50.79706491007781,91.78053708552773,1.8436412984400963,91.78053708552773,1.8436412984400963,91.78053708552773,1.8436412984400963,11,0.991,3
56.56,GT-0002,-82844.6270713372,29280.24662951886,-69.56204657779018,51.03176649251907,91.7363756763217,1.529474349643895,91.7363756763217,1.529474349643895,91.7363756763217,1.529474349643895,11,0.993,3
56.95,GT-0001,-81654.35627235967,28493.787206029163,-41.77862971489594,31.77910812433538,239.7090098994821,9.53869527140424,239.7090098994821,9.53869527140424,239.7090098994821,9.53869527140424,8,0.898,3
56.95,GT-0002,-82871.75626950254,29300.149018450942,-69.56204657779018,51.03176649251907,91.73857299600452,1.7935416878953823,91.73857299600452,1.7935416878953823,91.73857299600452,1.7935416878953823,11,0.963,3
59.15,GT-0001,-81746.26925773243,28563.701243902702,-41.77862971489594,31.77910812433538,257.3658642527674,9.794728555744134,257.3658642527674,9.794728555744134,257.3658642527674,9.794728555744134,7,0.871,3
59.15,GT-0002,-83024.67911641282,29412.522855485735,-69.5648192141272,51.034127519839174,91.91235263447543,2.856324512344418,91.91235263447543,2.856324512344418,91.91235263447543,2.856324512344418,11,0.986,3
60.07,GT-0002,-83088.75468515015,29459.484315716767,-69.56536524626208,51.03531519062473,92.13233861158088,3.1993944394779437,92.13233861158088,3.1993944394779437,92.13233861158088,3.1993944394779437,11,0.985,3
61.31,GT-0002,-83175.35892238322,29691.6093072026,-70.4908414627532,56.4354309219936,91.73653968627949,1.5295681942115151,91.73653968627949,1.5295681942115151,91.73653968627949,1.5295681942115151,11,0.992,3
66.28,GT-0002,-83525.73853950955,29972.026969197697,-70.49292569634827,56.43447521240256,92.59122268318121,3.6779408668116282,92.59122268318121,3.6779408668116282,92.59122268318121,3.6779408668116282,11,0.988,4
66.47,GT-0002,-83539.37300692897,29982.618002425374,-70.5021655508042,56.42488111275817,92.69184310035966,3.7310624791718143,92.69184310035966,3.7310624791718143,92.69184310035966,3.7310624791718143,11,0.991,5
68.79,GT-0002,-83843.13568532215,30116.750899384184,-70.45507206423427,54.5660511201565,91.73694803498637,1.5296103000379309,91.73694803498637,1.5296103000379309,91.73694803498637,1.5296103000379309,11,0.993,5
70.06,GT-0002,-83932.53994808832,30186.059992291008,-70.45948737928492,54.563248050215805,91.79706982900561,2.280051343487771,91.79706982900561,2.280051343487771,91.79706982900561,2.280051343487771,11,0.991,6
70.99,GT-0002,-83998.00133390108,30236.772850462712,-70.46211202065342,54.564429904505275,91.89295814490487,2.69914494557356,91.89295814490487,2.69914494557356,91.89295814490487,2.69914494557356,11,0.992,6
72.71,GT-0002,-84129.70511017623,30147.297397979342,-74.22488138928794,54.119084902985044,91.73645994893464,1.5295454931533368,91.73645994893464,1.5295454931533368,91.73645994893464,1.5295454931533368,11,0.993,6
74.74,GT-0002,-84280.374820541,30257.147328838477,-74.22803875986337,54.12091105825973,91.86453338105011,2.629023569708093,91.86453338105011,2.629023569708093,91.86453338105011,2.629023569708093,11,0.989,6
75.6,GT-0002,-84344.28391651007,30303.734045633155,-74.22777192261876,54.1250909837969,92.01371027311518,2.9739940514064584,92.01371027311518,2.9739940514064584,92.01371027311518,2.9739940514064584,11,0.99,6
76.68,GT-0002,-84424.41568834531,30362.19377336376,-74.22821314838825,54.12526065050636,92.30551090609507,3.358589891874752,92.30551090609507,3.358589891874752,92.30551090609507,3.358589891874752,11,0.988,6
78.05,GT-0002,-84443.61356455095,30517.875369171357,-77.60137339422585,55.79383399799866,91.73665292615364,1.5295806747667817,91.73665292615364,1.5295806747667817,91.73665292615364,1.5295806747667817,11,0.993,6
78.76,GT-0002,-84498.79821012243,30557.525915961276,-77.59947783054362,55.79416993441273,91.77566378359715,1.9846654130967076,91.77566378359715,1.9846654130967076,91.77566378359715,1.9846654130967076,11,0.991,6
80.9,GT-0002,-84664.80691714691,30676.933155145864,-77.59517975093826,55.79205560989864,91.99679774697226,2.9583626345505083,91.99679774697226,2.9583626345505083,91.99679774697226,2.9583626345505083,11,0.991,6
82.87,GT-0002,-84817.71379630122,30786.958252037955,-77.5843097719947,55.791099956559066,92.56702294090609,3.626963789133437,92.56702294090609,3.626963789133437,92.56702294090609,3.626963789133437,11,0.992,6
84.06,GT-0002,-84909.99413852274,30853.506355675567,-77.57789736803636,55.798800191163735,93.18108804830224,3.9765469216122487,93.18108804830224,3.9765469216122487,93.18108804830224,3.9765469216122487,11,0.991,6
85.34,GT-0002,-85009.29466853867,30924.94477035965,-77.5771691898384,55.800092848768,94.11853135102244,4.325353658273986,94.11853135102244,4.325353658273986,94.11853135102244,4.325353658273986,11,0.984,6
85.93,GT-0002,-85240.50100656516,31019.825035329777,-78.04774228208296,58.08039596013327,91.73713123715457,1.5296141554178586,91.73713123715457,1.5296141554178586,91.73713123715457,1.5296141554178586,11,0.992,6
88.04,GT-0002,-85405.21002682025,31142.358114210932,-78.04534481373283,58.08381135110227,91.87373903081291,2.6630884449634853,91.87373903081291,2.6630884449634853,91.87373903081291,2.6630884449634853,11,0.988,6
88.2,GT-0002,-85290.57935322347,31132.107692866357,-77.76379665520798,57.41762237103684,91.73637336799712,1.5294660405952223,91.73637336799712,1.5294660405952223,91.73637336799712,1.5294660405952223,11,0.993,6
89.93,GT-0002,-85425.10903287644,31231.41724718847,-77.76274381003255,57.4178523432127,91.84035378730952,2.4974905627408637,91.84035378730952,2.4974905627408637,91.84035378730952,2.4974905627408637,11,0.986,6
90.74,GT-0002,-85517.15447190018,31409.04167549798,-80.97360981260933,59.23028442979705,91.73638405819752,1.5294841569623978,91.73638405819752,1.5294841569623978,91.73638405819752,1.5294841569623978,11,0.992,6
93.95,GT-0002,-85777.0933356599,31599.152532228,-80.97244149080218,59.223961814830396,92.03351130113434,3.091692244495225,92.03351130113434,3.091692244495225,92.03351130113434,3.091692244495225,11,0.991,6
95.83,GT-0002,-85929.32643682501,31710.41455183928,-80.97259041749953,59.2261244633969,92.66197916251747,3.711552547948903,92.66197916251747,3.711552547948903,92.66197916251747,3.711552547948903,11,0.991,7
97.81,GT-0002,-86089.71634474483,31827.66262557341,-80.95973554009106,59.218747794949024,93.8650132527466,4.262280525204722,93.8650132527466,4.262280525204722,93.8650132527466,4.262280525204722,11,0.992,7
98.82,GT-0002,-86171.47745457006,31887.449307326176,-80.95879244998332,59.216672591592214,94.78870765941986,4.522881141404029,94.78870765941986,4.522881141404029,94.78870765941986,4.522881141404029,11,0.985,7
99.15,GT-0002,-86198.15303836158,31906.976945161485,-80.95451228346337,59.21923478513992,95.1654486104522,4.605810374918475,95.1654486104522,4.605810374918475,95.1654486104522,4.605810374918475,11,0.983,7
100.17,GT-0002,-86280.77328114107,31968.737590279048,-80.94116289275121,59.521447870274585,96.33642804961065,4.7568470434807155,96.33642804961065,4.7568470434807155,96.33642804961065,4.7568470434807155,11,0.99,7
102.36,GT-0002,-86292.78148552058,32038.03284841204,-84.55199256828129,62.464669998248375,91.73852373747971,1.5296348413185528,91.73852373747971,1.5296348413185528,91.73852373747971,1.5296348413185528,11,0.993,7
102.38,GT-0002,-86294.50972899156,32039.409182809573,-84.55187115074614,62.46462251551283,91.77606751164555,1.5449031093257763,91.77606751164555,1.5449031093257763,91.77606751164555,1.5449031093257763,11,0.99,7
105.61,GT-0002,-86567.76358018444,32241.19236999505,-84.55964829754804,62.46321018962198,92.08194050121568,3.106574855266773,92.08194050121568,3.106574855266773,92.08194050121568,3.106574855266773,11,0.99,7
107.6,GT-0002,-86736.06256598482,32365.567396900416,-84.55828935152618,62.47212881032914,92.77743631694575,3.758512284910303,92.77743631694575,3.758512284910303,92.77743631694575,3.758512284910303,11,0.989,7
108.62,GT-0002,-86822.35784769742,32429.295785678292,-84.56042844267108,62.472150393941945,93.37704709055197,4.053493836515503,93.37704709055197,4.053493836515503,93.37704709055197,4.053493836515503,11,0.986,7
108.72,GT-0002,-86938.99941185309,32847.17558752008,-86.61739082051845,68.29223177426155,91.73683132464136,1.5295971964255632,91.73683132464136,1.5295971964255632,91.73683132464136,1.5295971964255632,11,0.992,7
111.84,GT-0002,-87209.33096425068,33060.06372324056,-86.62200022709311,68.29595972697327,92.00429321436776,3.057371097701068,92.00429321436776,3.057371097701068,92.00429321436776,3.057371097701068,11,0.992,7
114.98,GT-0002,-87754.62738356422,33038.54085014854,-89.08527604300079,71.47794827246224,91.73668498771126,1.5295956648398776,91.73668498771126,1.5295956648398776,91.73668498771126,1.5295956648398776,11,0.993,7
116.83,GT-0002,-87919.3954335206,33170.742295841585,-89.08700074814578,71.4769444576108,91.84387422234256,2.550549232473025,91.84387422234256,2.550549232473025,91.84387422234256,2.550549232473025,11,0.99,8
116.86,GT-0002,-87922.06775048815,33172.86063830841,-89.08678754533915,71.47630319067221,91.89219258186041,2.564994057566765,91.89219258186041,2.564994057566765,91.89219258186041,2.564994057566765,11,0.983,8
117.9,GT-0002,-88014.71311929676,33247.19235293404,-89.08837385921854,71.4760720895317,92.06125793177817,2.9861282073426194,92.06125793177817,2.9861282073426194,92.06125793177817,2.9861282073426194,11,0.989,8
120.15,GT-0002,-88215.18139758326,33408.00220024114,-89.09876843649113,71.46932229281143,92.78183806705287,3.737106663099088,92.78183806705287,3.737106663099088,92.78183806705287,3.737106663099088,11,0.99,8
123.21,GT-0002,-88427.82022286509,33612.5811518955,-93.99003920526499,76.28232528243812,91.73720299075697,1.5296173310722274,91.73720299075697,1.5296173310722274,91.73720299075697,1.5296173310722274,11,0.993,8
123.52,GT-0002,-88456.95376847695,33636.24302086848,-93.99212854713554,76.28295446659254,91.7696529865135,1.743269140954772,91.7696529865135,1.743269140954772,91.7696529865135,1.743269140954772,11,0.991,8
125.93,GT-0002,-88683.50488381354,33820.169321232686,-93.99300811272596,76.28893889401716,91.97592627211117,2.9085933720185375,91.97592627211117,2.9085933720185375,91.97592627211117,2.9085933720185375,11,0.991,8
127.89,GT-0002,-88867.74076999458,33969.75698375007,-93.99818735537463,76.30770688980347,92.5250864688146,3.5860161156799473,92.5250864688146,3.5860161156799473,92.5250864688146,3.5860161156799473,11,0.991,8
128.37,GT-0002,-88912.90223443531,34006.363815570076,-93.99670460803748,76.31185545837216,92.76692641737257,3.73424305294945,92.76692641737257,3.73424305294945,92.76692641737257,3.73424305294945,11,0.988,8
130.43,GT-0002,-89106.58880361645,34163.748876595106,-94.00811354639427,76.34297236148126,94.07186334409904,4.306914021941772,94.07186334409904,4.306914021941772,94.07186334409904,4.306914021941772,11,0.99,8
133.04,GT-0002,-89351.82658359017,34363.4781630492,-93.99731614101916,76.41394045051265,96.88202068609647,4.935799202958226,96.88202068609647,4.935799202958226,96.88202068609647,4.935799202958226,11,0.99,8
134.38,GT-0002,-89477.78181812589,34465.92872746899,-93.99468307564894,76.42429301229015,98.95434029233267,5.233857947231543,98.95434029233267,5.233857947231543,98.95434029233267,5.233857947231543,11,0.985,8
135.18,GT-0002,-89552.9878629489,34527.08872423385,-93.99452692375712,76.4273125586983,100.42408848458,5.405400523247126,100.42408848458,5.405400523247126,100.42408848458,5.405400523247126,11,0.981,9
135.43,GT-0002,-89576.48649467983,34546.19555237352,-93.99452692375712,76.4273125586983,100.90164880890732,5.4571837807352885,100.90164880890732,5.4571837807352885,100.90164880890732,5.4571837807352885,11,0.951,9
137.74,GT-0002,-89793.61385187371,34722.74264438412,-93.99452692375712,76.4273125586983,106.08851404007612,5.914250148304543,106.08851404007612,5.914250148304543,106.08851404007612,5.914250148304543,10,0.923,9
137.74,GT-0003,-90072.97799191614,35225.53603272179,-79.0995510541285,112.89556416388402,160.4173399120682,2.6741870769965987,160.4173399120682,2.6741870769965987,160.4173399120682,2.6741870769965987,9,0.875,1
139.61,GT-0002,-89969.38361722114,34865.66171886888,-93.99452692375712,76.4273125586983,111.33164084375267,6.259860606812289,111.33164084375267,6.259860606812289,111.33164084375267,6.259860606812289,10,0.895,9
139.61,GT-0003,-90014.41357516727,35309.621730605104,-72.55362508573515,107.35264650821438,160.4173312126475,2.6741197545499187,160.4173312126475,2.6741197545499187,160.4173312126475,2.6741197545499187,9,0.963,2
140.83,GT-0002,-90084.05694006813,34958.9030401905,-93.99452692375712,76.4273125586983,115.25770026682052,6.475403834257777,115.25770026682052,6.475403834257777,115.25770026682052,6.475403834257777,10,0.868,9
140.83,GT-0003,-90059.1069376225,35367.40979633635,-69.35799793929112,117.49788002650993,91.76737584859806,1.5295260788695024,91.76737584859806,1.5295260788695024,91.76737584859806,1.5295260788695024,11,0.988,2
142.25,GT-0003,-90157.5359722709,35534.17413478399,-69.35345386985276,117.50158187864872,91.84232016761275,2.3532006825390606,91.84232016761275,2.3532006825390606,91.84232016761275,2.3532006825390606,11,0.989,2
143.22,GT-0003,-90224.72454335932,35648.217663116426,-69.3435007280325,117.5072828411014,91.96440014654429,2.7783856180499074,91.96440014654429,2.7783856180499074,91.96440014654429,2.7783856180499074,11,0.99,2
145.5,GT-0003,-90382.82772501923,35916.13426799414,-69.3435007280325,117.5072828411014,92.52714485993869,3.58460969180559,92.52714485993869,3.58460969180559,92.52714485993869,3.58460969180559,11,0.96,2
148.34,GT-0003,-90579.76326708685,36249.85495126287,-69.3435007280325,117.5072828411014,94.25254537041576,4.386277082285908,94.25254537041576,4.386277082285908,94.25254537041576,4.386277082285908,11,0.932,2
150.67,GT-0003,-90741.33362378317,36523.646920282634,-69.3435007280325,117.5072828411014,96.82505934370333,4.947921446687138,96.82505934370333,4.947921446687138,96.82505934370333,4.947921446687138,11,0.904,2
150.67,GT-0004,-90859.15008821484,36722.77916721329,-46.75522793792257,122.87175185659271,161.4528346833147,4.3353790342876115,161.4528346833147,4.3353790342876115,161.4528346833147,4.3353790342876115,9,0.938,3
151.1,GT-0003,-90771.15132909622,36574.175051904305,-69.3435007280325,117.5072828411014,97.43290654645025,5.044742475348623,97.43290654645025,5.044742475348623,97.43290654645025,5.044742475348623,11,0.876,2
151.1,GT-0004,-90879.25483622815,36775.614020511624,-46.75522793792257,122.87175185659271,161.64227710076034,4.445560861234564,161.64227710076034,4.445560861234564,161.64227710076034,4.445560861234564,9,0.91,3
153.99,GT-0003,-90971.55404620024,36913.77109931509,-69.3435007280325,117.5072828411014,102.70665824099956,5.652603527807924,102.70665824099956,5.652603527807924,102.70665824099956,5.652603527807924,11,0.85,2
153.99,GT-0004,-91014.37744496875,37130.71338337718,-46.75522793792257,122.87175185659271,163.5448698289772,5.124988914226121,163.5448698289772,5.124988914226121,163.5448698289772,5.124988914226121,9,0.882,3
153.99,GT-0005,-90388.56333590926,36945.91718077815,-11.706048461299824,130.7826928390835,121.3360507481392,2.0225437178851875,121.3360507481392,2.0225437178851875,121.3360507481392,2.0225437178851875,10,0.891,1
155.13,GT-0004,-91067.67840481798,37270.787180493695,-46.75522793792257,122.87175185659271,164.63783809049596,5.369405122631426,164.63783809049596,5.369405122631426,164.63783809049596,5.369405122631426,9,0.856,3
155.13,GT-0005,-90401.87665614886,37094.994406577236,-11.705851720238261,130.7850320540032,121.41990659172212,2.5810298101058917,121.41990659172212,2.5810298101058917,121.41990659172212,2.5810298101058917,10,0.95,2
155.72,GT-0005,-90408.71250420208,37172.25669014808,-11.695920624768014,130.7897226960957,121.48591261515318,2.826351930304733,121.48591261515318,2.826351930304733,121.48591261515318,2.826351930304733,10,0.981,2
158.29,GT-0005,-90438.77102020773,37508.386277477046,-11.695920624768014,130.7897226960957,121.97555241166602,3.710898170785245,121.97555241166602,3.710898170785245,121.97555241166602,3.710898170785245,10,0.951,2
160.33,GT-0005,-90462.63069828226,37775.19731177708,-11.695920624768014,130.7897226960957,122.8756587199087,4.2849463513487915,122.8756587199087,4.2849463513487915,122.8756587199087,4.2849463513487915,10,0.923,2
160.33,GT-0006,-90328.94831076462,37942.19942001555,8.622251820480429,131.12836469873346,121.44725348970452,2.9462636987713733,121.44725348970452,2.9462636987713733,121.44725348970452,2.9462636987713733,10,0.872,2
160.51,GT-0005,-90464.73596399471,37798.73946186238,-11.695920624768014,130.7897226960957,122.98232958089424,4.331947048838117,122.98232958089424,4.331947048838117,122.98232958089424,4.331947048838117,10,0.895,2
160.51,GT-0006,-90327.41353688024,37965.84726270665,8.623475139010239,131.1312741844207,121.51735567478786,3.0150971576904673,121.51735567478786,3.0150971576904673,121.51735567478786,3.0150971576904673,10,0.953,3
160.92,GT-0005,-90469.53129145087,37852.36324816778,-11.695920624768014,130.7897226960957,123.2435446166224,4.437146068582515,123.2435446166224,4.437146068582515,123.2435446166224,4.437146068582515,10,0.868,2
160.92,GT-0006,-90323.82658621947,38019.69198526936,8.637246673394444,131.1481920742131,121.59902710185102,3.163741742971369,121.59902710185102,3.163741742971369,121.59902710185102,3.163741742971369,10,0.982,3
163.51,GT-0006,-90301.45611733537,38359.36580274157,8.637246673394444,131.1481920742131,122.32108999707866,3.9795429154891044,122.32108999707866,3.9795429154891044,122.32108999707866,3.9795429154891044,10,0.952,3
166.06,GT-0006,-90279.43113831822,38693.79369253082,8.637246673394444,131.1481920742131,123.86700070499084,4.64481020238928,123.86700070499084,4.64481020238928,123.86700070499084,4.64481020238928,10,0.924,3
168.92,GT-0006,-90254.72861283232,39068.87752186306,8.637246673394444,131.1481920742131,126.91451116616764,5.292377709141659,126.91451116616764,5.292377709141659,126.91451116616764,5.292377709141659,10,0.896,3
171.3,GT-0006,-90234.17196574964,39381.01021899969,8.637246673394444,131.1481920742131,130.7214772235535,5.776180556061208,130.7214772235535,5.776180556061208,130.7214772235535,5.776180556061208,10,0.869,3
171.3,GT-0009,-89801.83073283183,39949.164588280706,58.080441703264,130.89634889611554,160.60932300522995,3.535991955142535,160.60932300522995,3.535991955142535,160.60932300522995,3.535991955142535,9,0.858,2
171.88,GT-0009,-89586.25444947244,39678.89868461664,60.89083287446603,125.11257623771634,121.33606681932085,2.0225471638335946,121.33606681932085,2.0225471638335946,121.33606681932085,2.0225471638335946,10,0.965,2
173.55,GT-0009,-89484.55850080418,39887.84264460802,60.891417598329625,125.11260210358662,121.45727734380831,2.80281629741325,121.45727734380831,2.80281629741325,121.45727734380831,2.80281629741325,10,0.972,3
173.56,GT-0009,-89483.82126244054,39889.00472521582,60.9066347090187,125.10830370573727,121.48412211632285,2.806682375977388,121.48412211632285,2.806682375977388,121.48412211632285,2.806682375977388,10,0.986,3
175.38,GT-0009,-89372.97118727013,40116.70183796026,60.9066347090187,125.10830370573727,121.76045655923255,3.4601251364108294,121.76045655923255,3.4601251364108294,121.76045655923255,3.4601251364108294,10,0.957,3
177.33,GT-0009,-89254.20324958755,40360.66303018645,60.9066347090187,125.10830370573727,122.4187861210139,4.044745475258251,122.4187861210139,4.044745475258251,122.4187861210139,4.044745475258251,10,0.928,3
177.33,GT-0010,-89318.07995151948,40179.254438685246,86.09007540318844,117.15709490461678,91.75607494235489,1.5294954172572632,91.75607494235489,1.5294954172572632,91.75607494235489,1.5294954172572632,11,0.917,1
180.65,GT-0009,-89051.9932223536,40776.02259848949,60.9066347090187,125.10830370573727,124.7568240170348,4.881594612380475,124.7568240170348,4.881594612380475,124.7568240170348,4.881594612380475,10,0.9,3
