x,vx,y,vy,time,target
120.1986856612045,120.1986856612045,39.944694279531525,39.944694279531525,0.0,TARGET_1_LINEAR
240.65644673764928,120.45776107644477,80.49860050162627,40.55390622209474,1.0,TARGET_1_LINEAR
361.0205464642047,120.36409972655544,120.95885194094134,40.460251439315066,2.0,TARGET_1_LINEAR
482.0163313169631,120.99578485275839,161.72607727191757,40.76722533097623,3.0,TARGET_1_LINEAR
602.8243264153475,120.80799509838441,202.7103266203282,40.984249348410614,4.0,TARGET_1_LINEAR
723.4469544366069,120.62262802125943,243.5082840673107,40.79795744698251,5.0,TARGET_1_LINEAR
844.1663673664928,120.71941292988585,283.5409294164301,40.03264534911939,6.0,TARGET_1_LINEAR
964.1958131633734,120.02944579688064,323.3486597538531,39.807730337423,7.0,TARGET_1_LINEAR
1083.8201265121202,119.62431334874687,363.2820890243142,39.93342927046111,8.0,TARGET_1_LINEAR
1203.0812302306585,119.26110371853838,402.65059681424117,39.368507789926994,9.0,TARGET_1_LINEAR
1322.9285934567656,119.847363226107,441.92879408397357,39.27819726973238,10.0,TARGET_1_LINEAR
1442.8029679647477,119.87437450798218,480.63709207922057,38.708297995247,11.0,TARGET_1_LINEAR
1562.4595893829198,119.65662141817211,519.3897591103515,38.75266703113095,12.0,TARGET_1_LINEAR
1681.655813370123,119.19622398720318,558.2927053488207,38.90294623846922,13.0,TARGET_1_LINEAR
1800.6117818813586,118.95596851123567,597.0789740873727,38.78626873855191,14.0,TARGET_1_LINEAR
1919.3270677477026,118.7152858663439,636.6061540997282,39.52718001235549,15.0,TARGET_1_LINEAR
2038.0369547241512,118.70988697644873,675.7102497405014,39.104095640773124,16.0,TARGET_1_LINEAR
2157.0758596654414,119.03890494129,714.3260079212861,38.61575818078472,17.0,TARGET_1_LINEAR
2276.1983100447333,119.1224503792919,752.1578980525189,37.831890131232804,18.0,TARGET_1_LINEAR
2394.7894860044657,118.59117595973254,790.0685326780994,37.91063462558046,19.0,TARGET_1_LINEAR
2513.6760485961963,118.88656259173071,828.0477146161558,37.97918193805644,20.0,TARGET_1_LINEAR
2632.516351874972,118.84030327877541,865.9064550759765,37.85874045982072,21.0,TARGET_1_LINEAR
2750.7652463576005,118.24889448262844,903.4772578524394,37.57080277646284,22.0,TARGET_1_LINEAR
2868.829885331845,118.06463897424453,941.4709095193898,37.993651666950406,23.0,TARGET_1_LINEAR
2987.031971621917,118.20208629007192,978.7593451241951,37.288435604805315,24.0,TARGET_1_LINEAR
3105.363691499747,118.33171987782984,1015.8937478168339,37.13440269263879,25.0,TARGET_1_LINEAR
3223.4246425774545,118.06095107770746,1053.272821025009,37.379073208175136,26.0,TARGET_1_LINEAR
3341.89799346416,118.47335088670584,1091.0244062808306,37.75158525582162,27.0,TARGET_1_LINEAR
3460.035657341577,118.13766387741678,1128.6523065863116,37.627900305481134,28.0,TARGET_1_LINEAR
3578.305826591555,118.27016924997821,1166.6704249426416,38.01811835633008,29.0,TARGET_1_LINEAR
3696.3843261463953,118.07849955484009,1204.6142797083062,37.943854765664554,30.0,TARGET_1_LINEAR
3814.020291711633,117.63596556523768,1242.0796518243385,37.465372116032285,31.0,TARGET_1_LINEAR
3931.981267605828,117.96097589419536,1280.087519951799,38.00786812746061,32.0,TARGET_1_LINEAR
4049.9134394513912,117.93217184556322,1318.4968012384165,38.40928128661742,33.0,TARGET_1_LINEAR
4167.990265706973,118.07682625558228,1356.648034623192,38.151233384775374,34.0,TARGET_1_LINEAR
4286.211650204759,118.22138449778564,1395.4144826345537,38.76644801136176,35.0,TARGET_1_LINEAR
4404.418704286901,118.20705408214165,1434.806788108241,39.392305473687365,36.0,TARGET_1_LINEAR
4521.577860327407,117.15915604050575,1474.5278545836786,39.72106647543745,37.0,TARGET_1_LINEAR
4638.771835195208,117.19397486780102,1514.1293181189296,39.601463535251106,38.0,TARGET_1_LINEAR
4756.002514373623,117.23067917841522,1552.9357540883404,38.80643596941075,39.0,TARGET_1_LINEAR
4873.145324796903,117.14281042328021,1591.8850350863559,38.949280998015446,40.0,TARGET_1_LINEAR
4990.87929283808,117.73396804117682,1630.6270079970618,38.74197291070599,41.0,TARGET_1_LINEAR
5108.289863438099,117.41057060001955,1669.168278090334,38.541270093272175,42.0,TARGET_1_LINEAR
5226.066594885199,117.77673144710039,1707.8410486274702,38.672770537136046,43.0,TARGET_1_LINEAR
5343.631422250793,117.56482736559357,1746.7191261378516,38.87807751038139,44.0,TARGET_1_LINEAR
5461.2350806361255,117.60365838533279,1785.984661644446,39.265535506594546,45.0,TARGET_1_LINEAR
5578.557917783907,117.32283714778185,1825.1191322924014,39.13447064795544,46.0,TARGET_1_LINEAR
5695.723911670436,117.165993886529,1863.668196961104,38.54906466870259,47.0,TARGET_1_LINEAR
5813.00835366779,117.28444199735482,1902.3216837386785,38.65348677757455,48.0,TARGET_1_LINEAR
5930.294841047802,117.2864873800118,1940.881335662903,38.55965192422449,49.0,TARGET_1_LINEAR
6047.015180130994,116.72033908319165,1979.2727294580213,38.39139379511835,50.0,TARGET_1_LINEAR
6163.598433407575,116.58325327658093,2017.343212345451,38.0704828874297,51.0,TARGET_1_LINEAR
6280.117172399489,116.51873899191453,2055.5753155756065,38.232103230155516,52.0,TARGET_1_LINEAR
6397.390385751888,117.27321335239874,2093.877249930895,38.30193435528825,53.0,TARGET_1_LINEAR
6514.766619260576,117.37623350868785,2132.1494059198767,38.27215598898179,54.0,TARGET_1_LINEAR
6631.375344283144,116.60872502256824,2170.410956358679,38.2615504388021,55.0,TARGET_1_LINEAR
6748.008161389688,116.63281710654465,2209.6578036424753,39.246847283796214,56.0,TARGET_1_LINEAR
6864.564034110321,116.5558727206322,2249.025269863205,39.36746622072966,57.0,TARGET_1_LINEAR
6981.106022123071,116.5419880127501,2287.9252648688866,38.899995005681845,58.0,TARGET_1_LINEAR
7098.105139261627,116.9991171385561,2327.126033087643,39.20076821875656,59.0,TARGET_1_LINEAR
7215.4206691790005,117.31552991737333,2365.9630463244816,38.837013236838665,60.0,TARGET_1_LINEAR
7333.297316820748,117.87664764174777,2404.2393191362034,38.27627281172175,61.0,TARGET_1_LINEAR
7451.408707300016,118.11139047926787,2443.391774198249,39.152455062045746,62.0,TARGET_1_LINEAR
7569.123883249232,117.71517594921559,2482.3177101684537,38.925935970204634,63.0,TARGET_1_LINEAR
7686.878919744482,117.75503649525065,2521.042255877012,38.72454570855815,64.0,TARGET_1_LINEAR
7804.013690867307,117.13477112282419,2559.7942267754925,38.751970898480565,65.0,TARGET_1_LINEAR
7920.72354050464,116.70984963733375,2598.735634646227,38.941407870734636,66.0,TARGET_1_LINEAR
8037.06562044828,116.34207994364023,2638.297016278969,39.56138163274165,67.0,TARGET_1_LINEAR
8153.094399074986,116.02877862670573,2677.7295733052283,39.43255702625938,68.0,TARGET_1_LINEAR
8269.44858458864,116.3541855136536,2716.669784604914,38.9402112996858,69.0,TARGET_1_LINEAR
8385.893754076134,116.44516948749525,2756.132853006313,39.46306840139877,70.0,TARGET_1_LINEAR
