time,global_track_id,x,y,vx,vy,pos_sigma_m,fused_tq,prob,n_linked_sources
82.03,GT-0175,6397.3396540794165,14027.400732349603,64.50473892707754,77.87604196292503,94.10873989514302,11,0.854,1
82.85,GT-0004,8373.59060815282,9840.55019582775,95.75375037222916,0.39589697647613775,43.26266200361384,14,0.937,5
82.85,GT-0076,7938.214809345994,10119.850042012915,97.60829399254936,-0.5322046037074415,79.05975942234048,12,0.86,2
83.99,GT-0004,8482.74988357716,9841.001518380932,95.75375037222916,0.39589697647613775,44.587001830880865,14,0.909,5
83.99,GT-0076,8049.4340237414535,10119.386203865051,97.60277637499634,-0.517200843939662,80.37389130817843,11,0.965,2
84.03,GT-0004,8486.58003359205,9841.017354259991,95.75375037222916,0.39589697647613775,44.63816661606272,14,0.882,5
84.03,GT-0076,8053.338134796454,10119.365515831294,97.60277637499634,-0.517200843939662,80.42263415539996,11,0.936,2
84.03,GT-0202,6941.6042205033455,13762.417437568989,77.12873516595066,67.92331944439809,52.47166669813004,13,0.951,1
84.27,GT-0004,8509.560933681385,9841.112369534345,95.75375037222916,0.39589697647613775,44.95193525067208,14,0.855,5
84.27,GT-0076,8076.762801126452,10119.241387628748,97.60277637499634,-0.517200843939662,80.71951294606811,11,0.908,2
84.27,GT-0202,6960.115116943173,13778.719034235644,77.12873516595066,67.92331944439809,52.47213380181193,13,0.923,1
84.51,GT-0004,8551.813474560486,9801.873106742185,96.53874556606442,-0.8544396078066357,39.67275153429026,14,0.986,5
84.51,GT-0076,8100.187467456452,10119.117259426203,97.60277637499634,-0.517200843939662,81.02403453207184,11,0.881,2
84.51,GT-0202,6978.626013383002,13795.0206309023,77.12873516595066,67.92331944439809,52.473704182607925,13,0.895,1
84.91,GT-0004,8590.42897278691,9801.531330899063,96.53874556606442,-0.8544396078066357,39.673925893598344,14,0.956,5
84.91,GT-0076,8139.22857800645,10118.910379088627,97.60277637499634,-0.517200843939662,81.54878139813216,11,0.854,2
84.91,GT-0202,7009.477507449382,13822.18995868006,77.12873516595066,67.92331944439809,52.47948836935477,13,0.868,1
85.49,GT-0004,8646.421445215228,9801.035755926534,96.53874556606442,-0.8544396078066357,39.68205764028553,14,0.928,5
86.02,GT-0004,8697.586980365242,9800.582902934397,96.53874556606442,-0.8544396078066357,39.699868190756995,14,0.9,5
86.09,GT-0004,8704.344692554867,9800.52309216185,96.53874556606442,-0.8544396078066357,39.70316896835506,14,0.873,5
86.09,GT-0202,7140.706684919571,13836.025424718871,78.56514807132011,61.59646906492147,52.460382684351316,13,0.976,1
86.35,GT-0004,8696.448422482308,9833.512818182533,96.53126699269642,0.09114526994842016,39.6712957084206,14,0.987,5
86.35,GT-0202,7161.1336234181135,13852.04050667575,78.56514807132011,61.59646906492147,52.4609364149798,13,0.947,1
86.5,GT-0004,8710.928112531214,9833.526489973025,96.53126699269642,0.09114526994842016,39.67143578649183,14,0.958,5
86.5,GT-0202,7172.918395628812,13861.279977035489,78.56514807132011,61.59646906492147,52.46183519527253,13,0.919,1
86.5,GT-0216,6811.801067777896,14320.14141582511,80.94691189662073,62.23637645407648,69.40599986149485,12,0.888,2
